CountryCode,SeriesCode,DESCRIPTION
GEO,SP.POP.AG03.MA.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG04.FE.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG04.MA.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG05.FE.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG05.MA.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.BRTH.MF,Including Abkhazia and South Ossetia.
GEO,SP.POP.DPND,Including Abkhazia and South Ossetia.
GEO,SP.POP.TOTL,Data sources : GeoStats. GeoStats. Adjusted to mid-year population using geometric mean for the years where mid-year population figures are not available. Excluding Abkhazia and South Ossetia.
GEO,SP.POP.TOTL.FE.ZS,Excluding Abkhazia and South Ossetia.
GHA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.LE00.IN,Derived using male and female life expectancy
GHA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GHA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GIB,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GIN,SG.GEN.PARL.ZS,The parliament was dissolved following the December 2008 coup
GIN,SG.NOD.CONS,There is no nondiscrimination provision.
GIN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.LE00.IN,Derived using male and female life expectancy
GIN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GIN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GMB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.LE00.IN,Derived using male and female life expectancy
GMB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GMB,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GNB,SH.XPD.PCAP.PP.KD,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.PUBL.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.LE00.IN,Derived using male and female life expectancy
GNB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GNB,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GNQ,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.LE00.IN,Derived using male and female life expectancy
GNQ,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GNQ,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GRC,SG.NOD.CONS,There is no nondiscrimination provision.
GRC,SP.DYN.CBRT.IN,Data sources : Eurostat
GRC,SP.DYN.CDRT.IN,Data sources : Eurostat
GRC,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
GRC,SP.DYN.LE00.IN,Derived using male and female life expectancy
GRC,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
GRC,SP.DYN.TFRT.IN,Data sources : Eurostat
GRC,SP.POP.TOTL,Data sources : Eurostat
GRD,SG.OBT.IDCD.MR,There is no national identity card.
GRD,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.LE00.IN,Derived using male and female life expectancy
GRD,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GRD,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GRL,SP.DYN.CBRT.IN,Data sources : Statistics Greenland
GRL,SP.DYN.CDRT.IN,Data sources : Statistics Greenland
GRL,SP.DYN.LE00.FE.IN,"Data sources : Statistics Greenland, United Nations Population and Vital Statistics Report"
GRL,SP.DYN.LE00.IN,Derived using male and female life expectancy
GRL,SP.DYN.LE00.MA.IN,"Data sources : Statistics Greenland, United Nations Population and Vital Statistics Report"
GRL,SP.DYN.TFRT.IN,Data sources : Statistics Greenland
GRL,SP.POP.TOTL,Data sources : Statistics Greenland
GTM,SG.NOD.CONS,There is no nondiscrimination provision.
GTM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GTM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GTM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GTM,SP.DYN.LE00.IN,Derived using male and female life expectancy
GTM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GTM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GTM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GUM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GUM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GUM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GUM,SP.DYN.LE00.IN,Derived using male and female life expectancy
GUM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GUM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GUM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GUY,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
GUY,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GUY,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GUY,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GUY,SP.DYN.LE00.IN,Derived using male and female life expectancy
GUY,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GUY,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GUY,SP.POP.TOTL,Data sources : United Nations World Population Prospects
HKG,SG.NOD.CONS,There is no nondiscrimination provision.
HKG,SG.POP.MIGR.FE.ZS,"As of 1 July 1997, Hong Kong became a Special Administrative Region (SAR) of China."
HKG,SP.DYN.CBRT.IN,Data sources : Census and Statistics Department
HKG,SP.DYN.CDRT.IN,Data sources : Census and Statistics Department
HKG,SP.DYN.LE00.FE.IN,"Data sources : Census and Statistics Department, United Nations World Population Prospects"
HKG,SP.DYN.LE00.IN,Derived using male and female life expectancy
HKG,SP.DYN.LE00.MA.IN,"Data sources : Census and Statistics Department, United Nations World Population Prospects"
HKG,SP.DYN.TFRT.IN,"Data sources : Census and Statistics Department, United Nations World Population Prospects"
HKG,SP.POP.TOTL,Data sources : Census and Statistics Department
HND,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
HND,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
HND,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
HND,SP.DYN.LE00.IN,Derived using male and female life expectancy
HND,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
HND,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
HND,SP.POP.TOTL,Data sources : United Nations World Population Prospects
HRV,SG.NOD.CONS,There is no nondiscrimination provision.
HRV,SP.DYN.CBRT.IN,Data sources : Eurostat
HRV,SP.DYN.CDRT.IN,Data sources : Eurostat
HRV,SP.DYN.LE00.FE.IN,"Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects"
HRV,SP.DYN.LE00.IN,Derived using male and female life expectancy
HRV,SP.DYN.LE00.MA.IN,"Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects"
HRV,SP.DYN.TFRT.IN,"Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects"
HRV,SP.POP.TOTL,"Data sources : Croatian Bureau of Statistics, Council of Europe"
HTI,SG.NOD.CONS,There is no nondiscrimination provision.
HTI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
HTI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
HTI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
HTI,SP.DYN.LE00.IN,Derived using male and female life expectancy
HTI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
HTI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
HTI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
HUN,SP.DYN.CBRT.IN,Data sources : Eurostat
HUN,SP.DYN.CDRT.IN,Data sources : Eurostat
HUN,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Hungarian Central Statistical Office"
HUN,SP.DYN.LE00.IN,Derived using male and female life expectancy
HUN,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Hungarian Central Statistical Office"
HUN,SP.DYN.TFRT.IN,Data sources : Eurostat
HUN,SP.POP.TOTL,Data sources : Eurostat
IDN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
IDN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
IDN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
IDN,SP.DYN.LE00.IN,Derived using male and female life expectancy
IDN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
IDN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
IDN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
IMY,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
IMY,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
IMY,SP.DYN.LE00.FE.IN,Data sources : CIA World Fact book
IMY,SP.DYN.LE00.IN,Derived using male and female life expectancy
IMY,SP.DYN.LE00.MA.IN,Data sources : CIA World Fact book
IMY,SP.DYN.TFRT.IN,Data sources : CIA World Fact book
IMY,SP.POP.TOTL,Data sources : United Nations World Population Prospects
IND,SG.OBT.IDCD.MR,There is no national identity card.
IND,SP.DYN.CBRT.IN,"Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
IND,SP.DYN.CDRT.IN,"Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
IND,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
IND,SP.DYN.LE00.IN,Derived using male and female life expectancy
IND,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
IND,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
IND,SP.POP.TOTL,Data sources : United Nations World Population Prospects
IRL,SG.NOD.CONS,There is no nondiscrimination provision.
IRL,SG.OBT.IDCD.MR,There is no national identity card.
IRL,SP.DYN.CBRT.IN,Data sources : Eurostat
IRL,SP.DYN.CDRT.IN,Data sources : Eurostat
IRL,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
IRL,SP.DYN.LE00.IN,Derived using male and female life expectancy
IRL,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
IRL,SP.DYN.TFRT.IN,Data sources : Eurostat
IRL,SP.POP.TOTL,Data sources : Eurostat
IRN,SG.NOD.CONS,There is no nondiscrimination provision.
IRN,SH.XPD.PCAP.PP.KD,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.PUBL.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.LE00.IN,Derived using male and female life expectancy
IRN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
IRN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
IRQ,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.LE00.IN,Derived using male and female life expectancy
IRQ,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
IRQ,SP.POP.TOTL,Data sources : United Nations World Population Prospects
ISL,SG.NOD.CONS,There is no nondiscrimination provision.
ISL,SP.DYN.CBRT.IN,Data sources : Eurostat
ISL,SP.DYN.CDRT.IN,Data sources : Eurostat
ISL,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
ISL,SP.DYN.LE00.IN,Derived using male and female life expectancy
ISL,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
ISL,SP.DYN.TFRT.IN,Data sources : Eurostat
ISL,SP.POP.TOTL,Data sources : Eurostat
ISR,SG.NOD.CONS,There is no nondiscrimination provision.
ISR,SP.DYN.CBRT.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.CDRT.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.LE00.FE.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.LE00.IN,Derived using male and female life expectancy
ISR,SP.DYN.LE00.MA.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.TFRT.IN,Data sources : Central Bureau of Statistics
ISR,SP.POP.TOTL,Data sources : Central Bureau of Statistics
ITA,SG.NOD.CONS,There is no nondiscrimination provision.
ITA,SP.DYN.CBRT.IN,Data sources : Eurostat
ITA,SP.DYN.CDRT.IN,Data sources : Eurostat
ITA,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, INED"
ITA,SP.DYN.LE00.IN,Derived using male and female life expectancy
ITA,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, INED"
ITA,SP.DYN.TFRT.IN,Data sources : Eurostat
ITA,SP.POP.TOTL,Data sources : Eurostat
JAM,SG.OBT.IDCD.MR,There is no national identity card.
JAM,SP.DYN.CBRT.IN,Data sources : Statistical Institute of Jamaica
JAM,SP.DYN.CDRT.IN,Data sources : Statistical Institute of Jamaica
JAM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
JAM,SP.DYN.LE00.IN,Derived using male and female life expectancy
JAM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
JAM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
JAM,SP.POP.TOTL,Data sources : Statistical Institute of Jamaica
JOR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.LE00.IN,Derived using male and female life expectancy
JOR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
JOR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
JPN,SG.OBT.IDCD.MR,There is no national identity card.
JPN,SP.DYN.CBRT.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report"
JPN,SP.DYN.CDRT.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report"
JPN,SP.DYN.LE00.FE.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau"
JPN,SP.DYN.LE00.IN,Derived using male and female life expectancy
JPN,SP.DYN.LE00.MA.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau"
JPN,SP.DYN.TFRT.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau"
JPN,SP.POP.TOTL,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report"
KAZ,SP.DYN.CBRT.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.CDRT.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.LE00.FE.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.LE00.IN,Derived using male and female life expectancy
KAZ,SP.DYN.LE00.MA.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.TFRT.IN,"Data sources : Statistical Agency of Kazakhstan, TransMONEE, United Nations World Population Prospects"
KAZ,SP.POP.TOTL,"Data sources : Statistical Agency of Kazakhstan, 1979 Census, 1989 Census, United Nations World Population Prospects"
KEN,SG.GEN.PARL.ZS,Situation for 1 January 2008 for directly elected members endorsed by the electoral commission. The additional twelve appointed seats and two ex-officio seats had yet to be filled.
KEN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.LE00.IN,Derived using male and female life expectancy
KEN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KEN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
KGZ,SP.DYN.CBRT.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.CDRT.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.LE00.FE.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.LE00.IN,Derived using male and female life expectancy
KGZ,SP.DYN.LE00.MA.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.TFRT.IN,"Data sources : TransMONEE, United Nations World Population Prospects"
KGZ,SP.POP.TOTL,"Data sources : National Statistical Committee, United Nations World Population Prospects"
KHM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.LE00.IN,Derived using male and female life expectancy
KHM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KHM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
KIR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.LE00.IN,Derived using male and female life expectancy
KIR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KIR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
KNA,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.LE00.FE.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.LE00.IN,Derived using male and female life expectancy
KNA,SP.DYN.LE00.MA.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.TFRT.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
KOR,SP.DYN.CBRT.IN,Data sources : Korean Statistical Information Service
KOR,SP.DYN.CDRT.IN,Data sources : Korean Statistical Information Service
KOR,SP.DYN.LE00.FE.IN,"Data sources : Korean Statistical Information Service, United Nations World Population Prospects"
KOR,SP.DYN.LE00.IN,Derived using male and female life expectancy
KOR,SP.DYN.LE00.MA.IN,"Data sources : Korean Statistical Information Service, United Nations World Population Prospects"
KOR,SP.DYN.TFRT.IN,"Data sources : Korean Statistical Information Service, United Nations World Population Prospects"
KOR,SP.POP.TOTL,Data sources : Korean Statistical Information Service
KSV,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
KSV,SP.DYN.CBRT.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.CDRT.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.LE00.FE.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.LE00.IN,Derived using male and female life expectancy
KSV,SP.DYN.LE00.MA.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.TFRT.IN,Data sources : U.S. Census Bureau
KSV,SP.POP.TOTL,"Data sources : Kosovo Agency of Statistics, U.S. Census Bureau"
KWT,SG.GEN.PARL.ZS,"No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008."
KWT,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.LE00.IN,Derived using male and female life expectancy
KWT,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KWT,SP.POP.TOTL,Data sources : United Nations World Population Prospects
LAO,SG.NOD.CONS,There is no nondiscrimination provision.
LAO,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.LE00.IN,Derived using male and female life expectancy
LAO,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LAO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
LBN,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
LBN,SG.NOD.CONS,There is no nondiscrimination provision.
LBN,SH.XPD.PCAP.PP.KD,Social Security expenditures include expenditures by three public schemes (National Social Security Funds; Civil servants co-operative; Mutual funds)
LBN,SH.XPD.PUBL.ZS,Social Security expenditures include expenditures by three public schemes (National Social Security Funds; Civil servants co-operative; Mutual funds)
LBN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LBN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LBN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LBN,SP.DYN.LE00.IN,Derived using male and female life expectancy
LBN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LBN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LBN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
LBR,SG.NOD.CONS,There is no nondiscrimination provision.
LBR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LBR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LBR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LBR,SP.DYN.LE00.IN,Derived using male and female life expectancy
LBR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LBR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LBR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
LBY,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
LBY,SG.GEN.PARL.ZS,"Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya."
LBY,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
LBY,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
LBY,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LBY,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LBY,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LBY,SP.DYN.LE00.IN,Derived using male and female life expectancy
LBY,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LBY,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LBY,SP.POP.TOTL,Data sources : United Nations World Population Prospects
LCA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LCA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LCA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LCA,SP.DYN.LE00.IN,Derived using male and female life expectancy
LCA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LCA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LCA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
LIE,SP.DYN.CBRT.IN,Data sources : Eurostat
LIE,SP.DYN.CDRT.IN,Data sources : Eurostat
LIE,SP.DYN.LE00.FE.IN,Data sources : Eurostat
LIE,SP.DYN.LE00.MA.IN,Data sources : Eurostat
LIE,SP.DYN.TFRT.IN,Data sources : Eurostat
LIE,SP.POP.TOTL,Data sources : United Nations World Population Prospects
LKA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LKA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LKA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LKA,SP.DYN.LE00.IN,Derived using male and female life expectancy
LKA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LKA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LKA,SP.POP.TOTL,"Data sources : Registrar General's Department, Department of Census and Statistics"
LSO,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LSO,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LSO,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LSO,SP.DYN.LE00.IN,Derived using male and female life expectancy
LSO,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LSO,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LSO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
